"TweetID","Username","Text","CreateDate","Biased","Calling_Out","Keyword","cohort"
"1260025200147484673","jennife04132135","RT @briantylercohen: @realDonaldTrump BREAKING: Man who put Asians in danger on a daily basis with racist tropes lectures about the dangers of using racist tropes.","2020-05-12 01:53:12+00:00",0,1,"Asians",2022
"1272381396871524360","LaVieEnRose__R","RT @stevenzequ: itâ€™s unbelievable that asians are getting beat up for covid, blacks are being systematically killed, and latinx children are being abused in cages, yet still people have the audacity to claim â€œa*l l*ves m*atterâ€ while they idly sit by and enjoy their privilege.","2020-06-15 04:12:19+00:00",0,1,"Asians",2022
"1249185202942984193","Najayy","Okay Iâ€™m confused why Asians treating Africans as if they started Corona","2020-04-12 03:58:55+00:00",0,0,"Asians",2022
"1223944337794293760","nyxisthenight","RT @CorpusRen: ALSO. IF YOU SEE ASIANS WEARING FACE MASKS, IT MAY NOT MEAN THEY'RE SICK. IT IS A CONSCIENTIOUS CULTURE. WE WEAR IT AS A PREVENTATIVE FOR OURSELVES TO LIMIT GETTING OR SPREADING ILLNESS. WE DON'T START WEARING NOT AFTER THE FACT. SO  DON'T BE AN ASSHOLE WHEN YOU SEE US WEAR IT.ðŸ˜ ","2020-02-02 12:20:44+00:00",0,1,"Asians",2022
"1250764311137406976","SANTOS133","RT @doamuslims: #UAE Celebrity Tariq Al-Mehyas #Racism on Display!  He says â€œWhen we say â€˜migrantsâ€™ we ... mean Asians [not Arabs]â€  â€œDo you think we treat a Bengali worker &amp; Egyptian equally? Allah Forbid! X 3â€ https://t.co/D23M89HBOZ","2020-04-16 12:33:44+00:00",0,0,"Asians",2022
"1221621524844535809","tillingfolk","@hoangvanxiem @ProleLumpen But letâ€™s not vilify our cousins in Korea &amp; Vietnam. Yes Asians eat Dog. And ? ... really should be how itâ€™s seen. #respect","2020-01-27 02:30:42+00:00",0,0,"Asians",2022
"1264623702114787330","starbringer_101","RT @yimmygee: asians will be like japan colonized my country and weebs will be like no naruto would never have done that","2020-05-24 18:26:00+00:00",0,0,"Asians",2022
"1275742899586707456","bookeraptor","RT @ProjectLincoln: Trump has insulted Asians (kung flu), African Americans (sons of bitches) and Latinos (rapists).  Confederates? â€œBeautiful monumentsâ€ and â€œgreat heritage.â€  What does that say about Trumpâ€™s America?","2020-06-24 10:49:44+00:00",0,1,"Asians",2022
"1267569434157215744","th3zamari","RT @keilahhhjd: A message for my fellow Asians:  Iâ€™m about to be VERY transparent with yall.","2020-06-01 21:31:18+00:00",0,0,"Asians",2022
"1324250536514883585","MindofLoki","Latinos and Asians for Tr*mp gon mess around and assimilate themselves right into an ICE detention center.","2020-11-05 07:21:45+00:00",0,0,"Asians",2022
"1267643026291060737","snicksthedevil","RT @keilahhhjd: A message for my fellow Asians:  Iâ€™m about to be VERY transparent with yall.","2020-06-02 02:23:43+00:00",0,0,"Asians",2022
"1272211325255593984","FernandaMesser1","RT @stevenzequ: itâ€™s unbelievable that asians are getting beat up for covid, blacks are being systematically killed, and latinx children are being abused in cages, yet still people have the audacity to claim â€œa*l l*ves m*atterâ€ while they idly sit by and enjoy their privilege.","2020-06-14 16:56:31+00:00",0,1,"Asians",2022
"1233537423675621376","TheSwedishElfIX","@Paolo77 @GHS @WHO Worse still, all this scare reporting and blatant omission of additional info has lead to an ever-so-lovely rise in racism against Asians, again just like when SARS was a big deal, as if simply being Asian means you magically have the virus and will spread it just by existing.","2020-02-28 23:40:14+00:00",0,1,"Asians",2022
"1313940392933552136","Mohamad74830054","RT @Mafgodalasar: In the ideal society of Arbaeen, races, ethnicities and nations are not considered separate from each other, Americans, Asians, Europeans, etc. embrace each other, enjoy seeing each other and shed tears of joy to participate in this ideal society #Arbaeen2020  #Ø­Ø¨_Ø§Ù„Ø­Ø³ÛŒÙ†_ÛŒØ¬Ù…Ø¹Ù†Ø§ https://t.co/NSGWbOGNPy","2020-10-07 20:32:56+00:00",0,0,"Asians",2022
"1241907260261052416","Flower03163374C","RT @RealJamesWoods: Asians are ruthless in war. Ask any American who fought in WWII, in Korea, or in Vietnam. Could China have engineered this virus (high contagion/low lethality) as a warning to President Trump not to interfere with the cozy globalist trade deals arranged by Clinton and Obama?","2020-03-23 01:58:59+00:00",1,0,"Asians",2022
"1276318311706288128","wokeworldnews","@wesyang Elite schools discriminate against Asians when it comes to admissions, but celebrate Asians when it comes to reporting â€œdiversity.â€ Saw a Cornell brochure that bragged that a majority of its students were POC. It would be 75 percent with blind admissions.","2020-06-26 00:56:13+00:00",0,1,"Asians",2022
"1240948047401680896","Clarineta","RT @Sifill_LDF: It is deliberate. Focused. With deliberate disregard for how this imperils the safety of Asians and Asian Americans in this country. Even in the midst of a global pandemic, racism &amp; xenophobia are the go-to for this President. https://t.co/8os2CtWFKX","2020-03-20 10:27:24+00:00",0,1,"Asians",2022
"1222632903491891200","Aneesaj28","RT @maaba_g: the corona virus doesnâ€™t give you an excuse to be racist towards asians lmfaoooo","2020-01-29 21:29:34+00:00",0,1,"Asians",2022
"1320119568703119360","roxxiemundar","RT @asunnydisposish: The fact that black people who have spoken up about disliking Hetalia are getting racist slurs hurled at them when East Asians like me have made similar posts and aren't getting the same amount of racist shit... Hetalia fans your anti-blackness is showing","2020-10-24 21:46:46+00:00",0,0,"Asians",2022
"1324525704487292931","JOSE_nm75","RT @elisa1121: Republicans have   âœ…FLIPPED House seats  âœ…HELD the Senate majority  âœ…HELD EVERY Republican legislature     @POTUS has WON the GOPâ€™s largest # of   âœ…Latinos âœ…Blacks  âœ…Asians   But an incoherent, corrupt, career politician â€œpulled aheadâ€ in the dark of night ? Yeah. No. WAY.","2020-11-06 01:35:11+00:00",0,0,"Asians",2022
"1252789112706236416","nipismdn","RT @WellsLucasSanto: JUST A QUICK REMINDER THAT THE FOUNDER NAMED HIS COMPANY LULULEMON BECAUSE HE THOUGHT IT WAS FUNNY HEARING ASIANS SAY THE ""L"" SOUND WITH AN ""R"" SOUND. THEY'RE RACIST AF. https://t.co/jHoTAcK21u","2020-04-22 02:39:34+00:00",0,1,"Asians",2022
"1272203054490632196","chickenloveer","RT @stevenzequ: itâ€™s unbelievable that asians are getting beat up for covid, blacks are being systematically killed, and latinx children are being abused in cages, yet still people have the audacity to claim â€œa*l l*ves m*atterâ€ while they idly sit by and enjoy their privilege.","2020-06-14 16:23:39+00:00",0,1,"Asians",2022
"1236333338513850368","jay216g","@CBSNews Why did yall racist ass use asians in the pic. Fucked up","2020-03-07 16:50:12+00:00",0,1,"Asians",2022
"1241858330877997056","edthewise1","RT @RealJamesWoods: Asians are ruthless in war. Ask any American who fought in WWII, in Korea, or in Vietnam. Could China have engineered this virus (high contagion/low lethality) as a warning to President Trump not to interfere with the cozy globalist trade deals arranged by Clinton and Obama?","2020-03-22 22:44:33+00:00",0,0,"Asians",2022
"1255574410607525888","penaflr","RT @Alythuh: dear filipinos, southeast asians, I know itâ€™s summer but stop using papaya soap and lemon on your skin. any whitening products. Your skin is beautiful â˜ºï¸","2020-04-29 19:07:21+00:00",0,0,"Asians",2022
"1276390245039329280","_butokay","RT @slobear: What's up with Tina Fey's weirdness with Asians? In Mean Girls, underaged girls being raped by Coach Carr are Trang Pak and  Sun Jin Dinh. And it's played for laughs as the 2 girls fight over him. https://t.co/CIZINQCola","2020-06-26 05:42:03+00:00",0,0,"Asians",2022
"1272226639242571776","_knweedman","RT @stevenzequ: itâ€™s unbelievable that asians are getting beat up for covid, blacks are being systematically killed, and latinx children are being abused in cages, yet still people have the audacity to claim â€œa*l l*ves m*atterâ€ while they idly sit by and enjoy their privilege.","2020-06-14 17:57:22+00:00",0,1,"Asians",2022
"1261220481593565187","helloitsmonde","""Wow your English is very good for an Asian.""  Excuse me Karen, us asians are mostly bilingual, the joke's on you bcs you can only speak english. https://t.co/fBjZ5pwf0o","2020-05-15 09:02:49+00:00",0,1,"Asians",2022
"1241128280817688576","Xibee","RT @peccapics: ðŸš¨World Premiere ðŸš¨  ðŸ‘€MONSOON Exclusive Trailer  ðŸ‘€ Starring Henry Golding (Crazy Rich Asians, Last Christmas, The Gentlemen) MONSOON is a rich and poignant reflection on the struggle for identity in a place where the past weighs heavily on the present. https://t.co/YC84ddLKXc","2020-03-20 22:23:35+00:00",0,0,"Asians",2022
"1302080125723267073","rajkumarinik","RT @YingjueChen: twitter made me do it, the diversity of e. asian eyes, be assured there's an infinite amount of shapes i left off as anything in between or beyond these exist, but you get the point.  east asians can have almond shaped eyes, round shaped eyes, hooded eyes, and anything inbetween. https://t.co/ZwDdaYsTUP","2020-09-05 03:04:28+00:00",0,0,"Asians",2022
"1238670516325662720","ayomipebamikole","@koo_natali @minsugast4rs @shookytwts The comments about""BTS having coronavirus""is dead racist to me.I can get the joke about Billie getting the virus and her fans giving the cure to her ASAP.BUT the fact that BTS are Asians  and making that comment about a really deadly virus is Racist And that was a terrible joke","2020-03-14 03:37:19+00:00",0,1,"Asians",2022
"1260987461410402306","jai_siara","@DiamoniqueAlle1 @minnjoonies @THICJ00N Itâ€™s hard for it to stay â€œflatâ€ if you have curly  (like me) or kinky hair. Because youâ€™ll see it pops up if you didnâ€™t do the braid tight enough. But many Asians have hair that falls straight down. Itâ€™s easy to make it look neat... probably takes much less work to do","2020-05-14 17:36:53+00:00",0,0,"Asians",2022
"1284117342947962881","how_u_dare_47","RT @ficjoon: You know why Iâ€™m so frustrated on this? BECAUSE THIS HAPPENS WAY TOO MANY TIMES. Itâ€™s always the western people discrediting or ignoring asiansâ€™ achievements. This happens in grammys, billboards, western media, radio play, and now this. THIS. https://t.co/00bKb6hYP9","2020-07-17 13:26:46+00:00",0,0,"Asians",2022
"1222528948875202560","moonxmercury","RT @maaba_g: the corona virus doesnâ€™t give you an excuse to be racist towards asians lmfaoooo","2020-01-29 14:36:29+00:00",1,0,"Asians",2022
"1228287508460515329","ShaneASinclair","Another publication from the the Compassion Research Lab. Congrats to my post doc, Dr. Pavneet Singh, in publishing his large #groundedtheory study on South Asians experiences and perspectives of #compassion https://t.co/3Z1ua8Uo6p #onesizedoesntfitall","2020-02-14 11:58:57+00:00",0,0,"Asians",2022
"1282908919728353280","hentaihousewife","@BrownSlimShady @sarah_ogun i donâ€™t disagree at all with this. at the end of the day asians got a lot of reforming to do. thank u for having a nice convo with me.","2020-07-14 05:24:56+00:00",1,0,"Asians",2022
"1266285170832769027","plbuckland","@Joel60471453 @MichaelRoddan @RealMarkLatham Dont worry, Alan Jones has studied Diogenes, and certainly doesnt hate Greeks, Italians, Muslims or Asians (which you would have known if you ever listened), but your complete ignorance indicates you have a very narrow and closed mind.","2020-05-29 08:28:05+00:00",0,0,"Asians",2022
"1318049044669882368","Dylzapyke1","RT @jennyyangtv: THIS IS A BORING THING HOLLYWOOD LOVES:  MYSTERIOUS QUIET-ASS ASIANS. ðŸ˜‘ https://t.co/pmA91VsbhV","2020-10-19 04:39:15+00:00",0,0,"Asians",2022
"1272085691212562437","Iexaaaaaaa","RT @stevenzequ: itâ€™s unbelievable that asians are getting beat up for covid, blacks are being systematically killed, and latinx children are being abused in cages, yet still people have the audacity to claim â€œa*l l*ves m*atterâ€ while they idly sit by and enjoy their privilege.","2020-06-14 08:37:17+00:00",0,1,"Asians",2022
"1307911917810388994","lysatz","@FAIRYK0O @bbypetalddy @cozzyal it discusses covid and the racism that Asians including bts have suffered. they used the Howard Stern example when his writer said bts probably have covid","2020-09-21 05:17:55+00:00",0,0,"Asians",2022
"1300602031468576768","fran_mac75","@ABC7Jory @LASDBrink @KamalaHarris Yes. Him and everyone else including democrats. Who toured Chinatown and said to hug Asians in solidarity. (Virtue signaling at its finest). Also deblasio telling people to go out on the town and Cuomo, Murphy, Wold and Whitmer shoving sick people in w/grandma. Itâ€™s not all trump","2020-09-01 01:11:02+00:00",0,0,"Asians",2022
"1303897134383509504","pearlk60","RT @sidney_chest: Trudeau RELEASES..  A FINANCIAL PROGRAM FOR BLACK OWNED BUSINESSES ???  What about THE THOUSANDS of small businesses owned snd operated by...  Asians Whites Indigenous Groups Chinese Japsnese Koreans Etc  Across Canada,  for DECADES   VOTE BUYING BASTARD","2020-09-10 03:24:36+00:00",0,0,"Asians",2022
"1266400171946119169","unknownaj00","RT @l2w_zai: Majority of Mexicans and Asians saying nigga be silent during shit like this nah be a nigga now","2020-05-29 16:05:04+00:00",0,0,"Asians",2022
"1278660322212098050","_Psycold","@chidisteph_ Asians ðŸ’—","2020-07-02 12:02:31+00:00",0,0,"Asians",2022
"1243400477280047105","bessyboo","RT @heyjenbartel: Hey news outlets/publications: Now would be a really great time to hire an editorial illustrator to do a non-racist spot illo for your covid-19 article instead of using stock photos of Asians. Check out #ArtistsofSEA, #VisibleWomen, and #PortfolioDay for available artists.","2020-03-27 04:52:29+00:00",0,0,"Asians",2022
"1272375123664941061","peruanita_grace","RT @stevenzequ: itâ€™s unbelievable that asians are getting beat up for covid, blacks are being systematically killed, and latinx children are being abused in cages, yet still people have the audacity to claim â€œa*l l*ves m*atterâ€ while they idly sit by and enjoy their privilege.","2020-06-15 03:47:23+00:00",0,1,"Asians",2022
"1295991778768805888","RagequitRonnie","@OrwellNGoode So outperforming all other groups means they're not people of color? WTF. Did they just infer that POC are inferior to Asians? What the hell kinda progressive vomit is this. https://t.co/PV1bGfbKeH","2020-08-19 07:51:33+00:00",0,1,"Asians",2022
"1234887432702550017","AlexDeSilva12","RT @DonaldJTrumpJr: When @realDonaldTrump first shut down travel from China Dems said it was too early and he was being xenophobic agains Asians.   Remember: Dems would definitely never, EVER politicize the Coronavirus https://t.co/FGf1qVGIWQ","2020-03-03 17:04:41+00:00",0,0,"Asians",2022
"1250047276199936001","jujutheripper","RT @AlfredLewislll: the way black ppl were defending Asians and then this appears and itâ€™s crickets... hate to see it https://t.co/A3Gwdkdw9i","2020-04-14 13:04:30+00:00",0,0,"Asians",2022
"1301985285564235777","WendyWu1958","RT @ChristianWalk1r: The @NFL &amp; @NBA are racist organizations who hate Whites, Asians and Latinos.   I demand they introduce Athletic Affirmative Action to give underrepresented races a chance at fairly competing... NOW! https://t.co/FMM1Czx5lT","2020-09-04 20:47:36+00:00",0,0,"Asians",2022
"1336159322171088896","anderson_jon","Rewatching Crazy Rich Asians tonight and WHOO boy I love this. There will probably be some live tweet thoughts here","2020-12-08 04:03:01+00:00",0,0,"Asians",2022
"1334534795171405826","brarandboujee","RT @SikhProf: Listen to this woman â€” a witness for Rudy Giuliani â€” announce her racist views against Chinese people.  Fellow South Asians: just because we are experience racism doesnâ€™t mean we canâ€™t perpetrate it. We have a lot of work to do.  https://t.co/oOUHuQvzUp","2020-12-03 16:27:44+00:00",0,1,"Asians",2022
"1343433274090090496","valeriosbread","RT @taehyungjd_: crazy rich asians who? i only know taehyung fansites and fanbases","2020-12-28 05:47:06+00:00",0,0,"Asians",2022
"1248412165972742151","glenbahde","In defense of Andrew Yang https://t.co/enTxpoTjp3 flagship policy of universal basic income is flawed due to its a consumable.  If we could get people vested in lasting value that would change mindset.","2020-04-10 00:47:09+00:00",0,0,"Asians",2022
"1263666604782448640","yunavis_SirohuU","RT @shima_spoon: Whitewashing is evil but seeing ppl say â€œbig eyed characters donâ€™t look Japaneseâ€ also hurts. Do they seriously think all east asians have bright yellow skin and single eyelids, or do they only accept one single image of how they want to see us as â€œvalid east asianâ€?ðŸ™ƒ","2020-05-22 03:02:51+00:00",0,1,"Asians",2022
"1242732472602898437","OtorGoodnews","RT @PopCrave: .@IamCardiB calls for people to stop being xenophobic during the Coronavirus pandemic:  ""Let's stop being xenophobic. Let's stop saying f*cked up jokes. Let's stop having crazy anger because I've been seeing a lot of Asians get beat up and all that shit.â€ https://t.co/IwQ0CtAfYf","2020-03-25 08:38:04+00:00",0,1,"Asians",2022
"1314638268001128458","randySm30030493","RT @tobeequal: â€œtransform America.â€ So, from what to what, I ask. Read the official CA Ballot Voter Guide, and the progressive playbook stands out like a sore thumb. The Prop 16 proponents argue for â€œrepresentation, diversity and equity.â€ They say Asians are â€œover-represented at UC and, /11","2020-10-09 18:46:02+00:00",0,0,"Asians",2022
"1221218739946786817","FlufferLips","Asians believe in LOVE? WTF! As an American, I refuse to believe that any other facial structure can LOVE someone so kindly. Bah, humbug!","2020-01-25 23:50:11+00:00",0,0,"Asians",2022
"1300194175145705472","xxxBria_","RT @Leee_am: The entire Caribbean is filled with Asians. For YEARS. https://t.co/nb1mcvLE4Q","2020-08-30 22:10:22+00:00",0,0,"Asians",2022
"1260684251755929600","reuben_ayodeji","RT @cchukudebelu: WW2 was fought, extensively on Asian soil. So Asians were witnesses to the comprehensive defeat of European powers by the Japanese (e.g. the Japanese invasions of Singapore and Indonesia).  When the war ended, it was impossible for them to reassert their influence.","2020-05-13 21:32:02+00:00",0,0,"Asians",2022
"1240400201971613696","birly_j","RT @mmpadellan: trump's stubborn insistence upon using the bigoted term ""Chinese Virus"" has caused violent attacks on Asian Americans to spike.   That's the REAL danger, and it's why it should be called #TrumpPandemic  https://t.co/8G1iyVq8ah","2020-03-18 22:10:28+00:00",0,1,"Asians",2022
"1222134183205564416","arbie1990","RT @MaxenceAngelXXX: ðŸš¨ðŸš¨Compilation of my JFF page ðŸŽ¥ðŸš¨ Porn stars, public sex, duo, trio, DP, Twinks, daddies, Blacks, Asians, Whites bareback Men on Men action...  ðŸ‘‰https://t.co/lG5NYX1wUl ðŸ‘‰30% discount ðŸ‘‰Still a lot to be released   Subscribe now ðŸ˜ˆ https://t.co/lG5NYX1wUlðŸ˜ˆ https://t.co/KDffWT3ZVX","2020-01-28 12:27:50+00:00",0,0,"Asians",2022
"1267696497992380416","arantxaloizaga","@jesusvirgen_ @jhamtiger What I was trying to explain and got miss interpreted was that all lives are important! No one should be a victim of police brutality, not the blacks, the latinos, the asians... NO ONE!","2020-06-02 05:56:12+00:00",0,0,"Asians",2022
"1284923275374727169","inarzaiki","RT @maddox_rider: Nekoma; Crazy Rich Asians 2.0ðŸ’°ðŸ’´âœ¨ #haikyuu #nekoma #kuroken #yakulev  (print available on my store: https://t.co/gO0GqbMpcM ) https://t.co/M8IwchlsVk","2020-07-19 18:49:16+00:00",0,0,"Asians",2022
"1266190295747768326","matzcult","RT @katsukigfs: here you go my south asians :) https://t.co/v3RR0EQXf3","2020-05-29 02:11:05+00:00",0,0,"Asians",2022
"1275657460813094915","janattheocean","RT @ProjectLincoln: Trump has insulted Asians (kung flu), African Americans (sons of bitches) and Latinos (rapists).  Confederates? â€œBeautiful monumentsâ€ and â€œgreat heritage.â€  What does that say about Trumpâ€™s America?","2020-06-24 05:10:13+00:00",0,0,"Asians",2022
"1267463550253096962","jmai07","RT @keilahhhjd: A message for my fellow Asians:  Iâ€™m about to be VERY transparent with yall.","2020-06-01 14:30:33+00:00",0,0,"Asians",2022
"1269246202064670720","whsbq","RT @bangtaniast: Asians can relate. We literally sit like this. https://t.co/w6PPY6eJPd","2020-06-06 12:34:10+00:00",0,0,"Asians",2022
"1260208665807785985","A1sidezz","RT @chiddyafc: Racism against Asians has been too normalised that people don't think this is a problematic bar https://t.co/njdZkSp8L5","2020-05-12 14:02:14+00:00",0,1,"Asians",2022
"1305599178387718151","casydsie","RT @Haylubabes: @colesprouse I love you sm baby and if your active rn it'll mean so much to me if you can apologize for your racism towards asians on your old posts in 2013 on your camera duels. Can you go to through your page and find that post and then you can see how you were wrong okay byeâ¤","2020-09-14 20:07:55+00:00",0,1,"Asians",2022
"1323900902437126151","Luis24815","RT @MichaelRapaport: @jemelehill Not Latinos? Not Asians? Not Detroit Not Showing up to even vote? Not the Black Vote which is higher then expected for Trump?","2020-11-04 08:12:26+00:00",0,0,"Asians",2022
"1266819182613725188","PieterVorster9","@JRejuvenation @Barbara53547705 @ErnstRoets I never said every individual from the white race is better than all individual blacks, or Asians, but clearly when you compare Europeans to Africans itâ€™s obvious that â€œwhitesâ€ have fared much better, thatâ€™s just the reality, all groups arenâ€™t equal.","2020-05-30 19:50:04+00:00",0,0,"Asians",2022
"1267638095580729346","Iamonlyhere4ma2","@Cialaxy_Arts @_Unionknight @Meri51274018 @imalampbitch @_are_no_ @CrankGameplays Not all black people are criminals. Not all Hispanics are immigrants. Not all Asians have corona  Not all Muslims are terrorists.  But people think so, so many people believe that but if someone says all cops are bad THEY are suddenly the bad guys. This system needs to change","2020-06-02 02:04:08+00:00",0,1,"Asians",2022
"1318997065494634508","SEOKSEOK2X","RT @puffscoups: â€œgookâ€ is a racial slur that has been used frequently against eastern asians, mostly korean, vietnamese, and filipino people. it was mostly used during the vietnamese and korean wars by the united states military. it is an offensive derogatory term. there are other variations of","2020-10-21 19:26:20+00:00",0,1,"Asians",2022
"1286488454705160192","downtomarsgirll","@7Quips @ayodeleaigbe @MerryMapleMen Break down Asians for me. Yes I will buy something from a Latino just for being Latino. And Irish on Irish crime sweetie â¤ï¸","2020-07-24 02:28:44+00:00",0,0,"Asians",2022
"1341089572114096131","KTWinATL","RT @nytimes: A New York Times analysis of voting in 28,000 precincts in more than 20 U.S cities found that while President Trump lost ground in white and Republican areas â€” ultimately leading to his election loss â€” he gained new votes in immigrant neighborhoods. https://t.co/EPaEQBvjwy","2020-12-21 18:34:04+00:00",0,0,"Asians",2022
"1272318150055350274","HollyWeirdMe","RT @stevenzequ: itâ€™s unbelievable that asians are getting beat up for covid, blacks are being systematically killed, and latinx children are being abused in cages, yet still people have the audacity to claim â€œa*l l*ves m*atterâ€ while they idly sit by and enjoy their privilege.","2020-06-15 00:01:00+00:00",0,1,"Asians",2022
"1314709370245124096","mirai_4_5_","RT @flatchestka: Curious thought but why do westerners always ALWAYS speak over asians? Why do you fellows always tend to find the need to overpower our voices? When we say ""no this isn't correct"" you incessantly force YOUR definition of an inherently western context on an Asian topic/or matter.","2020-10-09 23:28:34+00:00",0,1,"Asians",2022
"1245059551340068864","lonniethelibra","RT @oopskiana: Do you know how physically SICK it makes me when people distance themselves from Asians, give them the side eye, or make dumb ass statements about them DURING THIS TIME???? Do u know???? At the beginning of this, little kids went to school and were BULLIED.  stop blaming asians","2020-03-31 18:45:03+00:00",0,1,"Asians",2022
"1277534572767559680","klarabella78","RT @estherk_k: Africans had slaves too.   As did Asians...  As did Arabs...  World history is complex and lengthy. It did not start or end with European colonisation.   So please, everyone, for the LOVE of all that is good and holy, calm down ðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™‚ï¸","2020-06-29 09:29:12+00:00",0,0,"Asians",2022
"1267704493136904192","JScryptofan","@SueMChung Where were you when Asians were getting buttfucked by black people because of COVID? Majority of hate crimes were by black people. What did you do? I am sure you marched in the streets shouting NO RACISM, right?","2020-06-02 06:27:58+00:00",0,1,"Asians",2022
"1305585845588635650","lucifrian","RT @saItkath: â€œplease do not misunderstandâ€, â€œdont feel badâ€ yea that should give yall white folks a clue about how touchy asians are over financial assistance https://t.co/RbadPPXiR9","2020-09-14 19:14:56+00:00",0,0,"Asians",2022
"1267688700441432064","jakaylamharris","RT @keilahhhjd: A message for my fellow Asians:  Iâ€™m about to be VERY transparent with yall.","2020-06-02 05:25:13+00:00",0,0,"Asians",2022
"1240997850965635072","JohnAlldis6","RT @wendyemily2: Overheard in Woolies. Two old guys.  ""Hi, Fred, how you doing with all this?"" ""It's crazy but I'm ok"". ""Yeah. It's those bloody Asians. They brought this here."" ""Yeah, bloody Asians want to kill us all"". ""Too right, mate. Too right.  I kid you not. Alan Jones listeners, no doubt.","2020-03-20 13:45:18+00:00",0,0,"Asians",2022
"1302863823225847808","smtsukki","RT @katouharuwu: hey, uhm hqtwt? can yâ€™all stop sexualizing minors and fetishizing asians? also, can the â€œsugamamaâ€, â€œdadchiâ€, â€œdeadchiâ€, and â€œflattykawaâ€ jokes stop? theyâ€™re really repetitive and most people who call these characters those names, reduce them to those traits. plus the â€œratsumuâ€+","2020-09-07 06:58:36+00:00",0,1,"Asians",2022
